ID,YearlyPayment,MontlyPayment
52153,4160.04,346.67
52154,4515.25,376.27
52155,7143.03,595.25
52156,6222.62,518.55
52157,4364.28,363.69
52158,5026.72,418.89
52159,3932.96,327.75
52160,1937.06,161.42
52161,2499.67,208.31
52162,6052.26,504.35
52163,4641.04,386.75
52164,8471.77,705.98
52165,5524.14,460.35
52166,1803.42,150.29
52167,3324.10,277.01
52168,2809.66,234.14
52169,3531.10,294.26
52170,4556.18,379.68
52171,2603.60,216.97
52172,3692.34,307.70
52173,2363.82,196.99
52174,3720.50,310.04
52175,1741.36,145.11
52176,3274.78,272.90
52177,3505.67,292.14
52178,5580.78,465.07
52179,7657.00,638.08
52180,3493.70,291.14
52181,6689.84,557.49
52182,6299.57,524.96
52183,5570.10,464.18
52184,3409.94,284.16
52185,4694.54,391.21
52186,4770.15,397.51
52187,7212.16,601.01
52188,7351.02,612.59
52189,3887.00,323.92
52190,5945.18,495.43
52191,7451.44,620.95
52192,3310.29,275.86
52193,2851.52,237.63
52194,3678.82,306.57
52195,1055.80,87.98
52196,4610.99,384.25
52197,3844.38,320.36
52198,3296.61,274.72
52199,2022.40,168.53
52200,1576.14,131.35
52201,3885.76,323.81
52202,2652.31,221.03
52203,3946.18,328.85
52204,5128.70,427.39
52205,2982.86,248.57
52206,3866.56,322.21
52207,5659.82,471.65
52208,3906.87,325.57
52209,7276.82,606.40
52210,4604.41,383.70
52211,3830.73,319.23
52212,2750.58,229.22
52213,5683.64,473.64
52214,2582.08,215.17
52215,3986.02,332.17
52216,2722.18,226.85
52217,4356.60,363.05
52218,3680.24,306.69
52219,4500.54,375.05
52220,6286.26,523.85
52221,3157.49,263.12
52222,2716.36,226.36
52223,3751.47,312.62
52224,2973.79,247.82
52225,2849.78,237.48
52226,6774.67,564.56
52227,2789.71,232.48
52228,3444.34,287.03
52229,3990.50,332.54
52230,6285.59,523.80
52231,5844.72,487.06
52232,3739.43,311.62
52233,2365.82,197.15
52234,3831.03,319.25
52235,3701.52,308.46
52236,2482.42,206.87
52237,1938.24,161.52
52238,2412.35,201.03
52239,1896.58,158.05
52240,7011.66,584.31
52241,3398.59,283.22
52242,5650.86,470.91
52243,6609.75,550.81
52244,3513.33,292.78
52245,2719.20,226.60
52246,7340.88,611.74
52247,4338.62,361.55
52248,3293.19,274.43
52249,3929.12,327.43
52250,3049.49,254.12
52251,7124.97,593.75
52252,6515.82,542.99
52253,6892.10,574.34
52254,5953.24,496.10
52255,3032.30,252.69
52256,4437.58,369.80
52257,3225.04,268.75
52258,3879.92,323.33
52259,4549.79,379.15
52260,6009.02,500.75
52261,3659.88,304.99
52262,2539.42,211.62
52263,3060.76,255.06
52264,1981.26,165.11
52265,3717.40,309.78
52266,4187.32,348.94
52267,5070.18,422.52
52268,6889.72,574.14
52269,2415.84,201.32
52270,8716.74,726.40
52271,3817.18,318.10
52272,4036.46,336.37
52273,6055.93,504.66
52274,4072.16,339.35
52275,3544.52,295.38
52276,6948.19,579.02
52277,6753.62,562.80
52278,4897.14,408.09
52279,1301.26,108.44
52280,6367.93,530.66
52281,5053.50,421.13
52282,7124.07,593.67
52283,1867.10,155.59
52284,5061.82,421.82
52285,835.32,69.61
52286,7575.47,631.29
52287,1761.62,146.80
52288,3905.85,325.49
52289,4319.99,360.00
52290,5887.00,490.58
52291,6198.58,516.55
52292,4653.74,387.81
52293,2991.10,249.26
52294,8141.55,678.46
52295,3233.00,269.42
52296,3986.02,332.17
52297,3600.29,300.02
52298,7109.26,592.44
52299,2305.96,192.16
52300,5534.60,461.22
52301,6443.22,536.93
52302,7602.97,633.58
52303,5818.84,484.90
52304,3612.52,301.04
52305,3300.70,275.06
52306,3215.62,267.97
52307,6669.25,555.77
52308,2616.88,218.07
52309,3785.66,315.47
52310,4961.48,413.46
52311,6008.06,500.67
52312,5688.12,474.01
52313,2753.26,229.44
52314,4622.99,385.25
52315,2434.58,202.88
52316,7199.70,599.98
52317,6503.46,541.96
52318,1680.02,140.00
52319,6499.27,541.61
52320,3069.42,255.79
52321,4079.51,339.96
52322,5207.78,433.98
52323,5118.88,426.57
52324,4390.95,365.91
52325,3460.58,288.38
52326,5801.06,483.42
52327,4658.72,388.23
52328,4500.54,375.05
52329,5643.54,470.30
52330,2398.29,199.86
52331,4685.34,390.45
52332,3576.07,298.01
52333,3642.54,303.55
52334,7969.96,664.16
52335,4871.63,405.97
52336,2291.17,190.93
52337,5957.92,496.49
52338,3585.10,298.76
52339,2799.14,233.26
52340,3219.88,268.32
52341,1605.90,133.83
52342,4083.58,340.30
52343,4074.00,339.50
52344,1765.89,147.16
52345,1828.26,152.36
52346,3816.56,318.05
52347,3714.14,309.51
52348,4881.20,406.77
52349,6799.61,566.63
52350,3587.38,298.95
52351,6665.36,555.45
52352,3004.88,250.41
52353,3668.64,305.72
52354,2331.31,194.28
52355,6265.63,522.14
52356,1421.26,118.44
52357,2926.36,243.86
52358,5229.12,435.76
52359,2426.56,202.21
52360,1888.20,157.35
52361,5650.46,470.87
52362,1434.36,119.53
52363,6791.74,565.98
52364,3864.83,322.07
52365,6796.61,566.38
52366,4158.24,346.52
52367,2901.04,241.75
52368,5101.12,425.09
52369,2912.04,242.67
52370,2637.34,219.78
52371,2902.72,241.89
52372,7201.44,600.12
52373,6836.08,569.67
52374,1933.34,161.11
52375,2977.27,248.11
52376,2816.14,234.68
52377,3241.26,270.11
52378,4417.10,368.09
52379,2311.44,192.62
52380,4629.46,385.79
52381,4958.13,413.18
52382,3603.64,300.30
52383,3865.32,322.11
52384,1501.66,125.14
52385,4223.05,351.92
52386,2583.32,215.28
52387,4250.10,354.18
52388,4645.32,387.11
52389,5057.32,421.44
52390,5869.78,489.15
52391,5461.88,455.16
52392,4820.84,401.74
52393,6082.71,506.89
52394,2900.38,241.70
52395,3402.31,283.53
52396,5475.26,456.27
52397,3256.28,271.36
52398,4023.05,335.25
52399,4806.74,400.56
52400,5000.06,416.67
52401,3957.67,329.81
52402,2417.06,201.42
52403,4609.46,384.12
52404,3310.96,275.91
52405,6323.94,527.00
52406,5249.82,437.48
52407,5749.01,479.08
52408,1476.16,123.01
52409,6084.28,507.02
52410,2369.54,197.46
52411,4650.94,387.58
52412,2377.16,198.10
52413,1987.84,165.65
52414,3160.18,263.35
52415,5659.73,471.64
52416,3103.26,258.61
52417,6088.42,507.37
52418,5921.90,493.49
52419,2529.10,210.76
52420,3197.38,266.45
52421,3742.84,311.90
52422,3424.01,285.33
52423,3619.96,301.66
52424,1787.00,148.92
52425,5871.80,489.32
52426,2267.84,188.99
52427,4060.28,338.36
52428,5050.92,420.91
52429,3830.70,319.23
52430,5476.43,456.37
52431,2138.54,178.21
52432,4042.32,336.86
52433,2428.10,202.34
52434,2096.48,174.71
52435,1017.95,84.83
52436,4351.42,362.62
52437,3091.04,257.59
52438,1859.76,154.98
52439,2340.12,195.01
52440,3880.00,323.33
52441,2611.82,217.65
52442,3434.48,286.21
52443,2663.90,221.99
52444,2056.32,171.36
52445,3801.20,316.77
52446,2587.80,215.65
52447,5262.74,438.56
52448,6113.17,509.43
52449,3775.46,314.62
52450,5941.98,495.17
52451,6520.12,543.34
52452,6755.28,562.94
52453,885.90,73.83
52454,3248.90,270.74
52455,5326.54,443.88
52456,3197.51,266.46
52457,3265.62,272.14
52458,2759.42,229.95
52459,3806.72,317.23
52460,2608.11,217.34
52461,7263.03,605.25
52462,1562.45,130.20
52463,1957.10,163.09
52464,3462.62,288.55
52465,2492.58,207.71
52466,2290.40,190.87
52467,2657.71,221.48
52468,1736.98,144.75
52469,3004.10,250.34
52470,2817.38,234.78
52471,2311.15,192.60
52472,5005.59,417.13
52473,5880.33,490.03
52474,2824.40,235.37
52475,6042.54,503.55
52476,3262.41,271.87
52477,4810.26,400.86
52478,5116.19,426.35
52479,2769.38,230.78
52480,4567.91,380.66
52481,7150.08,595.84
52482,2139.57,178.30
52483,3819.12,318.26
52484,4379.10,364.93
52485,4347.23,362.27
52486,5086.72,423.89
52487,3361.86,280.16
52488,3481.76,290.15
52489,4995.64,416.30
52490,4063.96,338.66
52491,4454.51,371.21
52492,6001.15,500.10
52493,5629.64,469.14
52494,5788.24,482.35
52495,7050.21,587.52
52496,5253.84,437.82
52497,2016.19,168.02
52498,7417.66,618.14
52499,2312.94,192.75
52500,2823.64,235.30
52501,1318.72,109.89
52502,3179.84,264.99
52503,1752.66,146.06
52504,4758.16,396.51
52505,6730.92,560.91
52506,5126.10,427.18
52507,6019.42,501.62
52508,958.52,79.88
52509,2287.52,190.63
52510,3193.06,266.09
52511,1969.32,164.11
52512,2343.96,195.33
52513,5233.92,436.16
52514,999.60,83.30
52515,3115.65,259.64
52516,6235.39,519.62
52517,4728.58,394.05
52518,3310.92,275.91
52519,3971.89,330.99
52520,5394.02,449.50
52521,6953.42,579.45
52522,6042.98,503.58
52523,5388.44,449.04
52524,3158.06,263.17
52525,4519.90,376.66
52526,3504.06,292.01
52527,6237.50,519.79
52528,3060.72,255.06
52529,3770.53,314.21
52530,3938.22,328.19
52531,2598.30,216.53
52532,5253.56,437.80
52533,2984.02,248.67
52534,2851.28,237.61
52535,3106.96,258.91
52536,5716.52,476.38
52537,5022.90,418.58
52538,3232.50,269.38
52539,7148.56,595.71
52540,2768.15,230.68
52541,5919.04,493.25
52542,3876.20,323.02
52543,7730.57,644.21
52544,8351.48,695.96
52545,3967.92,330.66
52546,3246.50,270.54
52547,3501.86,291.82
52548,2330.26,194.19
52549,5839.85,486.65
52550,3479.45,289.95
52551,5577.94,464.83
52552,3643.00,303.58
52553,2829.68,235.81
52554,3921.98,326.83
52555,5201.20,433.43
52556,1899.00,158.25
52557,4964.42,413.70
52558,3681.64,306.80
52559,4260.98,355.08
52560,4397.15,366.43
52561,6219.72,518.31
52562,5412.74,451.06
52563,4570.74,380.90
52564,2568.24,214.02
52565,3257.59,271.47
52566,7033.56,586.13
52567,2558.98,213.25
52568,3498.74,291.56
52569,2767.52,230.63
52570,1885.31,157.11
52571,5502.46,458.54
52572,2854.02,237.84
52573,3497.36,291.45
52574,5473.30,456.11
52575,4211.00,350.92
52576,2470.92,205.91
52577,2127.52,177.29
52578,1423.53,118.63
52579,4109.60,342.47
52580,4955.42,412.95
52581,7252.07,604.34
52582,3181.10,265.09
52583,4942.34,411.86
52584,3474.97,289.58
52585,7721.36,643.45
52586,4051.22,337.60
52587,3037.14,253.10
52588,5989.02,499.09
52589,5869.95,489.16
52590,3726.21,310.52
52591,3314.54,276.21
52592,3962.19,330.18
52593,3663.46,305.29
52594,3771.88,314.32
52595,6794.94,566.25
52596,2524.50,210.38
52597,4485.36,373.78
52598,3663.46,305.29
52599,5647.98,470.67
52600,3638.93,303.24
52601,3479.38,289.95
52602,3805.58,317.13
52603,5307.53,442.29
52604,2193.54,182.80
52605,3261.80,271.82
52606,3262.76,271.90
52607,3462.00,288.50
52608,1907.82,158.99
52609,5552.18,462.68
52610,1819.18,151.60
52611,8018.67,668.22
52612,7395.66,616.31
52613,2499.94,208.33
52614,5815.78,484.65
52615,5339.38,444.95
52616,3111.84,259.32
52617,2575.77,214.65
52618,6651.92,554.33
52619,2253.82,187.82
52620,5647.66,470.64
52621,2750.98,229.25
52622,3472.38,289.37
52623,3205.75,267.15
52624,7768.22,647.35
52625,2235.60,186.30
52626,2156.50,179.71
52627,6043.94,503.66
52628,5382.06,448.51
52629,2029.80,169.15
52630,6262.20,521.85
52631,6314.94,526.25
52632,3540.24,295.02
52633,4562.65,380.22
52634,5430.42,452.54
52635,5423.22,451.94
52636,6819.48,568.29
52637,3189.70,265.81
52638,3460.54,288.38
52639,3607.62,300.64
52640,2296.05,191.34
52641,6434.01,536.17
52642,3838.77,319.90
52643,3596.12,299.68
52644,2112.83,176.07
52645,5422.24,451.85
52646,3404.43,283.70
52647,2852.61,237.72
52648,5937.41,494.78
52649,2754.72,229.56
52650,8498.92,708.24
52651,3773.06,314.42
52652,3577.26,298.11
52653,5957.14,496.43
52654,7006.12,583.84
52655,6761.33,563.44
52656,4814.56,401.21
52657,5250.83,437.57
52658,2554.75,212.90
52659,3086.21,257.18
52660,4218.64,351.55
52661,6730.44,560.87
52662,4415.96,368.00
52663,6354.98,529.58
52664,6515.94,543.00
52665,8564.06,713.67
52666,2743.00,228.58
52667,3895.02,324.59
52668,2126.53,177.21
52669,6002.98,500.25
52670,3607.44,300.62
52671,3932.77,327.73
52672,7017.52,584.79
52673,4208.64,350.72
52674,5646.58,470.55
52675,3450.26,287.52
52676,4135.58,344.63
52677,1536.06,128.01
52678,3890.04,324.17
52679,8043.22,670.27
52680,6218.22,518.19
52681,5243.74,436.98
52682,3436.21,286.35
52683,2979.78,248.32
52684,3097.02,258.09
52685,5566.02,463.84
52686,2870.72,239.23
52687,3465.17,288.76
52688,3929.32,327.44
52689,3449.51,287.46
52690,4165.10,347.09
52691,7012.48,584.37
52692,4741.99,395.17
52693,599.18,49.93
52694,4230.60,352.55
52695,6229.67,519.14
52696,5043.70,420.31
52697,5934.00,494.50
52698,2903.06,241.92
52699,7680.05,640.00
52700,2361.62,196.80
52701,5026.58,418.88
52702,4135.62,344.64
52703,4726.28,393.86
52704,3106.97,258.91
52705,1871.11,155.93
52706,4714.76,392.90
52707,3062.26,255.19
52708,4031.38,335.95
52709,1849.78,154.15
52710,3590.88,299.24
52711,2843.08,236.92
52712,2095.78,174.65
52713,7002.34,583.53
52714,5468.86,455.74
52715,3157.74,263.14
52716,2783.20,231.93
52717,3010.64,250.89
52718,2322.44,193.54
52719,6770.42,564.20
52720,3553.71,296.14
52721,5738.70,478.23
52722,2735.19,227.93
52723,6337.34,528.11
52724,4218.99,351.58
52725,2525.44,210.45
52726,1995.52,166.29
52727,4015.70,334.64
52728,2637.82,219.82
52729,2511.88,209.32
52730,2134.94,177.91
52731,3406.06,283.84
52732,6246.92,520.58
52733,7464.45,622.04
52734,2391.16,199.26
52735,3440.76,286.73
52736,7824.50,652.04
52737,6841.76,570.15
52738,5718.94,476.58
52739,3620.64,301.72
52740,2202.78,183.57
52741,4039.90,336.66
52742,3587.58,298.97
52743,6622.14,551.85
52744,4327.20,360.60
52745,2366.89,197.24
52746,5324.20,443.68
52747,6306.30,525.53
52748,1624.08,135.34
52749,3594.14,299.51
52750,6168.53,514.04
52751,6231.79,519.32
52752,3268.54,272.38
52753,6583.92,548.66
52754,3161.90,263.49
52755,4175.86,347.99
52756,5464.71,455.39
52757,3213.58,267.80
52758,3431.94,286.00
52759,3062.00,255.17
52760,6912.23,576.02
52761,5009.60,417.47
52762,2244.72,187.06
52763,2843.94,237.00
52764,5676.75,473.06
52765,2032.86,169.41
52766,3673.16,306.10
52767,4200.16,350.01
52768,2479.20,206.60
52769,4333.08,361.09
52770,3525.22,293.77
52771,2969.66,247.47
52772,2690.88,224.24
52773,3291.62,274.30
52774,3147.10,262.26
52775,4025.02,335.42
52776,3872.36,322.70
52777,3798.06,316.51
52778,2419.94,201.66
52779,2166.70,180.56
52780,1173.26,97.77
52781,2785.51,232.13
52782,3162.62,263.55
52783,4665.58,388.80
52784,4267.96,355.66
52785,3867.25,322.27
52786,2817.18,234.77
52787,6001.02,500.09
52788,3136.44,261.37
52789,4369.42,364.12
52790,2352.09,196.01
52791,2767.60,230.63
52792,5796.15,483.01
52793,3133.98,261.17
52794,2494.26,207.86
52795,6031.53,502.63
52796,6819.16,568.26
52797,5627.09,468.92
52798,7349.72,612.48
52799,4076.40,339.70
52800,7455.52,621.29
52801,1928.40,160.70
52802,5684.12,473.68
52803,3044.52,253.71
52804,5007.88,417.32
52805,5207.14,433.93
52806,6833.20,569.43
52807,7118.76,593.23
52808,4612.79,384.40
52809,2233.04,186.09
52810,5872.44,489.37
52811,1079.12,89.93
52812,2601.38,216.78
52813,3232.10,269.34
52814,1789.50,149.13
52815,6128.48,510.71
52816,2448.39,204.03
52817,5864.62,488.72
52818,2324.70,193.72
52819,2026.52,168.88
52820,3666.12,305.51
52821,2036.82,169.74
52822,8461.34,705.11
52823,2689.74,224.15
52824,6792.08,566.01
52825,4754.90,396.24
52826,2853.44,237.79
52827,3535.56,294.63
52828,2796.88,233.07
52829,6464.84,538.74
52830,4412.78,367.73
52831,5222.52,435.21
52832,1726.76,143.90
52833,4307.96,359.00
52834,2900.74,241.73
52835,3239.30,269.94
52836,5960.00,496.67
52837,1192.70,99.39
52838,9368.17,780.68
52839,4603.62,383.64
52840,3357.20,279.77
52841,2937.28,244.77
52842,6889.18,574.10
52843,3367.56,280.63
52844,3470.42,289.20
52845,2397.44,199.79
52846,5972.42,497.70
52847,4414.80,367.90
52848,4094.30,341.19
52849,1635.68,136.31
52850,6331.72,527.64
52851,2002.78,166.90
52852,3872.80,322.73
52853,4403.63,366.97
52854,6369.72,530.81
52855,4142.22,345.19
52856,3176.94,264.75
52857,4738.46,394.87
52858,3419.86,284.99
52859,4072.08,339.34
52860,3959.94,330.00
52861,1981.22,165.10
52862,3412.86,284.41
52863,4028.40,335.70
52864,3569.68,297.47
52865,2204.84,183.74
52866,3812.98,317.75
52867,2352.80,196.07
52868,5636.54,469.71
52869,3987.31,332.28
52870,3710.22,309.19
52871,5813.00,484.42
52872,4362.22,363.52
52873,5409.82,450.82
52874,3274.86,272.91
52875,3013.60,251.13
52876,6034.20,502.85
52877,5051.83,420.99
52878,3424.28,285.36
52879,887.86,73.99
52880,3461.46,288.46
52881,5541.35,461.78
52882,4189.87,349.16
52883,3848.10,320.68
52884,5359.34,446.61
52885,2481.29,206.77
52886,7934.33,661.19
52887,3515.30,292.94
52888,7896.93,658.08
52889,2198.37,183.20
52890,7444.84,620.40
52891,3964.02,330.34
52892,6268.72,522.39
52893,1978.54,164.88
52894,2931.86,244.32
52895,2223.34,185.28
52896,4019.42,334.95
52897,3155.34,262.94
52898,2163.24,180.27
52899,4141.20,345.10
52900,4009.12,334.09
52901,3613.78,301.15
52902,3738.82,311.57
52903,2428.44,202.37
52904,3684.70,307.06
52905,2678.25,223.19
52906,4449.68,370.81
52907,2430.70,202.56
52908,6444.92,537.08
52909,2776.05,231.34
52910,2666.64,222.22
52911,3654.14,304.51
52912,4438.95,369.91
52913,5110.48,425.87
52914,2175.42,181.29
52915,2023.10,168.59
52916,7547.82,628.99
52917,4883.30,406.94
52918,5437.60,453.13
52919,3007.08,250.59
52920,3531.28,294.27
52921,3312.19,276.02
52922,6666.76,555.56
52923,8079.89,673.32
52924,1713.80,142.82
52925,6652.75,554.40
52926,5672.16,472.68
52927,5936.02,494.67
52928,3842.72,320.23
52929,5632.86,469.41
52930,2869.80,239.15
52931,7641.89,636.82
52932,3657.79,304.82
52933,6640.86,553.41
52934,6864.40,572.03
52935,1878.94,156.58
52936,6386.60,532.22
52937,2150.48,179.21
52938,4238.12,353.18
52939,2012.73,167.73
52940,2526.10,210.51
52941,6617.50,551.46
52942,1117.66,93.14
52943,3840.96,320.08
52944,3130.00,260.83
52945,3394.08,282.84
52946,3767.70,313.98
52947,3189.18,265.77
52948,6669.13,555.76
52949,4076.14,339.68
52950,3850.67,320.89
52951,4178.78,348.23
52952,4940.80,411.73
52953,2508.98,209.08
52954,7815.49,651.29
52955,6498.84,541.57
52956,3991.20,332.60
52957,4327.49,360.62
52958,5050.80,420.90
52959,4442.02,370.17
52960,3546.24,295.52
52961,7440.72,620.06
52962,2747.00,228.92
52963,3773.04,314.42
52964,3322.85,276.90
52965,2567.89,213.99
52966,4103.17,341.93
52967,3492.31,291.03
52968,7091.91,590.99
52969,7153.40,596.12
52970,5587.46,465.62
52971,3869.07,322.42
52972,6338.42,528.20
52973,5100.23,425.02
52974,5433.64,452.80
52975,4810.14,400.85
52976,2661.44,221.79
52977,5685.56,473.80
52978,6674.20,556.18
52979,6004.56,500.38
52980,4018.70,334.89
52981,3003.94,250.33
52982,3101.88,258.49
52983,7790.76,649.23
52984,2931.44,244.29
52985,3752.54,312.71
52986,2785.80,232.15
52987,2194.06,182.84
52988,4405.64,367.14
52989,6616.56,551.38
52990,5153.06,429.42
52991,4764.93,397.08
52992,3511.40,292.62
52993,4644.32,387.03
52994,6291.94,524.33
52995,3272.41,272.70
52996,5365.14,447.09
52997,1234.56,102.88
52998,4098.97,341.58
52999,3356.12,279.68
53000,5340.08,445.01
53001,4398.68,366.56
53002,3436.82,286.40
53003,2856.25,238.02
53004,7225.52,602.13
53005,2377.44,198.12
53006,5277.38,439.78
53007,3322.29,276.86
53008,1966.02,163.84
53009,3349.08,279.09
53010,6237.02,519.75
53011,4251.02,354.25
53012,3710.52,309.21
53013,4963.38,413.62
53014,7131.65,594.30
53015,1939.98,161.67
53016,3398.38,283.20
53017,1919.32,159.94
53018,3352.04,279.34
53019,5480.24,456.69
53020,2708.77,225.73
53021,4933.48,411.12
53022,6204.68,517.06
53023,1871.86,155.99
53024,6352.76,529.40
53025,2940.32,245.03
53026,3093.26,257.77
53027,7458.93,621.58
53028,7091.32,590.94
53029,3095.18,257.93
53030,4601.12,383.43
53031,1915.22,159.60
53032,5237.92,436.49
53033,4882.20,406.85
53034,6434.15,536.18
53035,6433.25,536.10
53036,2661.33,221.78
53037,2037.49,169.79
53038,1799.62,149.97
53039,5064.23,422.02
53040,5023.42,418.62
53041,8317.23,693.10
53042,7044.84,587.07
53043,2017.90,168.16
53044,6773.94,564.50
53045,4812.77,401.06
53046,3925.72,327.14
53047,3195.53,266.29
53048,3445.58,287.13
53049,3971.98,331.00
53050,2031.20,169.27
53051,2394.32,199.53
53052,3548.60,295.72
53053,2019.20,168.27
53054,6543.16,545.26
53055,5249.94,437.50
53056,4670.30,389.19
53057,3983.82,331.99
53058,2104.10,175.34
53059,3481.36,290.11
53060,3890.34,324.20
53061,5322.80,443.57
53062,5375.62,447.97
53063,7940.25,661.69
53064,2004.20,167.02
53065,3422.62,285.22
53066,2858.82,238.24
53067,3034.49,252.87
53068,3184.42,265.37
53069,5082.21,423.52
53070,4477.93,373.16
53071,5693.20,474.43
53072,7023.08,585.26
53073,3578.84,298.24
53074,2069.13,172.43
53075,3000.01,250.00
53076,1926.59,160.55
53077,3096.88,258.07
53078,2233.04,186.09
53079,3584.00,298.67
53080,3863.34,321.95
53081,3792.14,316.01
53082,5671.63,472.64
53083,2048.72,170.73
53084,4286.98,357.25
53085,1764.12,147.01
53086,2911.38,242.62
53087,2693.34,224.45
53088,3088.70,257.39
53089,7785.01,648.75
53090,5937.48,494.79
53091,5284.22,440.35
53092,3119.56,259.96
53093,3960.44,330.04
53094,1632.12,136.01
53095,4063.14,338.60
53096,3507.52,292.29
53097,3404.48,283.71
53098,2359.94,196.66
53099,5695.48,474.62
53100,5005.20,417.10
53101,6680.42,556.70
53102,2508.52,209.04
53103,1602.76,133.56
53104,2082.22,173.52
53105,3154.30,262.86
53106,3092.18,257.68
53107,3597.06,299.76
53108,5961.92,496.83
53109,1952.61,162.72
53110,2968.72,247.39
53111,2225.19,185.43
53112,3167.10,263.93
53113,2230.36,185.86
53114,4636.25,386.35
53115,1766.18,147.18
53116,4741.78,395.15
53117,3712.30,309.36
53118,6059.70,504.98
53119,6270.92,522.58
53120,2456.48,204.71
53121,4852.68,404.39
53122,4983.36,415.28
53123,3648.12,304.01
53124,2674.16,222.85
53125,3323.44,276.95
53126,6432.96,536.08
53127,2059.14,171.60
53128,6305.26,525.44
53129,2371.42,197.62
53130,6289.10,524.09
53131,6151.94,512.66
53132,5665.48,472.12
53133,3916.64,326.39
53134,4348.82,362.40
53135,2737.10,228.09
53136,2581.99,215.17
53137,3975.71,331.31
53138,2105.88,175.49
53139,6506.84,542.24
53140,4104.44,342.04
53141,3895.09,324.59
53142,6001.62,500.14
53143,7129.84,594.15
53144,3050.48,254.21
53145,777.81,64.82
53146,4928.87,410.74
53147,1602.12,133.51
53148,2058.80,171.57
53149,4412.50,367.71
53150,3572.82,297.73
53151,7422.78,618.57
53152,2129.42,177.45
53153,4963.74,413.65
53154,3774.49,314.54
53155,2056.25,171.35
53156,3580.56,298.38
53157,4137.04,344.75
53158,7380.77,615.06
53159,1021.34,85.11
53160,5895.86,491.32
53161,3494.86,291.24
53162,5381.64,448.47
53163,4600.22,383.35
53164,2421.58,201.80
53165,6262.15,521.85
53166,2868.20,239.02
53167,2059.80,171.65
53168,2408.30,200.69
53169,2028.34,169.03
53170,3853.02,321.09
53171,4169.46,347.46
53172,3968.82,330.73
53173,3505.04,292.09
53174,8041.15,670.10
53175,1612.64,134.39
53176,6000.54,500.04
53177,4068.96,339.08
53178,1894.10,157.84
53179,3314.78,276.23
53180,7174.50,597.88
53181,4898.80,408.23
53182,4658.35,388.20
53183,5247.68,437.31
53184,2089.02,174.09
53185,1869.26,155.77
53186,2378.08,198.17
53187,5040.63,420.05
53188,1960.14,163.34
53189,3586.70,298.89
53190,2099.43,174.95
53191,3810.40,317.53
53192,3758.50,313.21
53193,4739.04,394.92
53194,2005.82,167.15
53195,7750.44,645.87
53196,2035.62,169.64
53197,6151.85,512.65
53198,3498.22,291.52
53199,3658.12,304.84
53200,2355.00,196.25
53201,5806.16,483.85
53202,5296.14,441.34
53203,4169.68,347.47
53204,4009.08,334.09
53205,3972.86,331.07
53206,4026.71,335.56
53207,4121.56,343.46
53208,2243.22,186.94
53209,7688.10,640.68
53210,2794.50,232.88
53211,3438.67,286.56
53212,4000.97,333.41
53213,6437.42,536.45
53214,4622.30,385.19
53215,3394.84,282.90
53216,3577.34,298.11
53217,6633.70,552.81
53218,874.62,72.89
53219,2146.68,178.89
53220,6963.40,580.28
53221,5173.36,431.11
53222,2043.86,170.32
53223,2848.72,237.39
53224,3453.69,287.81
53225,2590.54,215.88
53226,1259.71,104.98
53227,3372.50,281.04
53228,3767.42,313.95
53229,5393.48,449.46
53230,5199.03,433.25
53231,3303.42,275.29
53232,3048.07,254.01
53233,3514.62,292.89
53234,4249.38,354.12
53235,4744.28,395.36
53236,5713.53,476.13
53237,3173.02,264.42
53238,2393.74,199.48
53239,4095.55,341.30
53240,5386.34,448.86
53241,4457.24,371.44
53242,4142.90,345.24
53243,1853.40,154.45
53244,3667.08,305.59
53245,3770.08,314.17
53246,5245.04,437.09
53247,2295.24,191.27
53248,5106.36,425.53
53249,2783.80,231.98
53250,1927.90,160.66
53251,6308.96,525.75
53252,2847.32,237.28
53253,1863.24,155.27
53254,5062.34,421.86
53255,1903.94,158.66
53256,2777.72,231.48
53257,2839.90,236.66
53258,3241.68,270.14
53259,2850.86,237.57
53260,2646.20,220.52
53261,6014.86,501.24
53262,3987.19,332.27
53263,1814.22,151.19
53264,4105.33,342.11
53265,4563.50,380.29
53266,5273.66,439.47
53267,1836.96,153.08
53268,4486.56,373.88
53269,6182.20,515.18
53270,4087.28,340.61
53271,2323.87,193.66
53272,1745.16,145.43
53273,6627.43,552.29
53274,4034.52,336.21
53275,6523.60,543.63
53276,5454.52,454.54
53277,7111.46,592.62
53278,4313.90,359.49
53279,6503.00,541.92
53280,4307.20,358.93
53281,4881.90,406.83
53282,3462.32,288.53
53283,4740.70,395.06
53284,2019.44,168.29
53285,4750.22,395.85
53286,3550.30,295.86
53287,6883.42,573.62
53288,2160.08,180.01
53289,5774.67,481.22
53290,4395.82,366.32
53291,3813.08,317.76
53292,2934.05,244.50
53293,1845.98,153.83
53294,6593.54,549.46
53295,1829.58,152.47
53296,1037.87,86.49
53297,5178.36,431.53
53298,3797.13,316.43
53299,1967.46,163.96
53300,1999.54,166.63
53301,3448.24,287.35
53302,4466.92,372.24
53303,2178.42,181.54
53304,2010.16,167.51
53305,7158.57,596.55
53306,6494.46,541.21
53307,3387.12,282.26
53308,5644.43,470.37
53309,4585.74,382.15
53310,2685.49,223.79
53311,2706.40,225.53
53312,4747.38,395.62
53313,8001.87,666.82
53314,1971.60,164.30
53315,2102.64,175.22
53316,3390.21,282.52
53317,3656.38,304.70
